Index,Time,GX,GY,GZ,AX,AY,AZ,MX,MY,MZ,H,R,P
384,1459120968,0.403748,-0.957031,4.30664,-0.107361,-0.0820312,1.0199,0.0847,0.36372,-0.1554,260.941,-7.56241,5.87775
385,1459120968,-3.20007,0.0897217,4.2543,-0.0809937,-0.126038,0.967285,0.12082,0.37646,-0.09716,260.586,-7.54903,5.77256
386,1459120969,1.27106,-2.63931,4.52347,-0.072998,-0.139648,0.998352,0.13174,0.38416,-0.15526,260.211,-7.59031,5.61437
387,1459120969,1.48788,1.77948,7.33475,-0.142639,-0.171875,1.02197,0.1372,0.3864,-0.09716,259.831,-7.79042,5.85274
388,1459120969,-1.06171,-1.6748,3.34213,-0.0899658,-0.0842896,0.997253,0.14042,0.38682,-0.16198,259.452,-7.4978,5.78343
389,1459120969,-3.11783,-3.08792,3.78326,-0.0535278,-0.126892,0.9375,0.14672,0.39914,-0.17164,259.065,-7.5176,5.54755
390,1459120969,0.0523376,-0.426178,5.24872,-0.0877686,-0.165466,0.998047,0.13482,0.38766,-0.16604,258.715,-7.70828,5.49533
391,1459120970,1.05423,0.35141,7.09549,-0.131531,-0.111328,1.02637,0.13398,0.36988,-0.10318,258.375,-7.55291,5.68148
392,1459120970,-1.06171,-0.411224,6.46744,-0.0947876,-0.138489,1.01147,0.15596,0.392,-0.17164,257.99,-7.57752,5.64837
393,1459120970,-0.411224,-3.11783,6.35529,-0.0722656,-0.137756,0.98938,0.14798,0.35168,-0.13608,257.634,-7.6121,5.5031
394,1459120970,0.919647,0.0598145,10.0189,-0.126892,-0.185913,1.00104,0.18018,0.3542,-0.13076,257.209,-7.90541,5.67594
395,1459120970,0.687866,-1.00937,7.05811,-0.127258,-0.12085,1.00909,0.18564,0.35854,-0.17444,256.78,-7.79713,5.82878
396,1459120971,-2.03369,-1.66733,5.49545,-0.0771484,-0.12738,0.98053,0.1911,0.35602,-0.17402,256.346,-7.75835,5.69845
397,1459120971,1.28601,-0.463562,6.72913,-0.0986938,-0.156067,0.989685,0.20118,0.32452,-0.1743,255.897,-7.87801,5.69809
398,1459120971,1.31592,0.635529,6.72913,-0.14386,-0.176025,1.01562,0.217,0.31808,-0.1771,255.418,-8.07753,5.93932
399,1459120971,-2.9982,-1.80191,3.87299,-0.0807495,-0.106079,0.980103,0.18144,0.32774,-0.1547,255.027,-7.89156,5.81876
400,1459120971,-2.0636,-2.22809,7.17026,-0.0736694,-0.127625,0.947937,0.21322,0.29596,-0.1064,254.569,-7.87021,5.68773
401,1459120972,1.83182,0.88974,7.88803,-0.131409,-0.180603,1.00635,0.21322,0.33782,-0.17248,254.122,-8.10476,5.86563
402,1459120972,-0.0822449,0.16449,5.51788,-0.129456,-0.117126,1.02399,0.22666,0.29652,-0.10612,253.647,-7.94307,6.00354
403,1459120972,-3.82065,-2.14584,4.46365,-0.06073,-0.119385,0.967041,0.23156,0.2905,-0.17682,253.167,-7.85517,5.76987
404,1459120972,1.97388,-1.80191,6.76651,-0.0965576,-0.140137,1.0127,0.22988,0.30478,-0.19362,252.699,-7.85755,5.737
405,1459120972,2.94586,3.13278,8.38898,-0.154785,-0.193604,1.03296,0.21056,0.30996,-0.18578,252.282,-8.14448,6.02631
406,1459120973,-1.62247,-1.32339,3.60382,-0.0927734,-0.0875854,0.992493,0.21392,0.27762,-0.13272,251.858,-7.83818,5.95821
407,1459120973,-3.15521,-1.31592,4.29916,-0.0581665,-0.132385,0.961975,0.2037,0.27216,-0.1869,251.461,-7.83794,5.71759
408,1459120973,2.22809,-0.583191,7.74597,-0.117493,-0.161072,1.00067,0.21868,0.26166,-0.126,251.033,-7.9696,5.81614
409,1459120973,0.986938,2.24304,6.4151,-0.131042,-0.132996,1.0343,0.24276,0.24836,-0.14196,250.555,-7.90321,5.96183
410,1459120973,-2.56454,-2.17575,5.2562,-0.0709229,-0.121277,0.973572,0.2485,0.27832,-0.19068,250.076,-7.82498,5.78698
411,1459120974,1.65237,-0.859833,7.92542,-0.101807,-0.169434,1.02777,0.25116,0.28588,-0.1428,249.601,-7.98343,5.77362
412,1459120974,-1.56265,1.17386,7.03568,-0.143127,-0.191956,1.00726,0.25256,0.22148,-0.18928,249.11,-8.26784,6.00747
413,1459120974,0.829926,-0.70282,5.6076,-0.101562,-0.0864258,1.02783,0.24318,0.22288,-0.1925,248.645,-7.91566,5.97019
414,1459120974,-2.78137,-1.2262,5.21133,-0.0675049,-0.132324,0.968811,0.21672,0.21406,-0.18466,248.239,-7.90228,5.7785
415,1459120974,1.28601,-1.75705,5.64499,-0.086731,-0.134766,0.987671,0.2499,0.23786,-0.12236,247.773,-7.8892,5.70343
416,1459120975,0.949554,1.21872,7.6712,-0.135925,-0.17865,1.0238,0.22036,0.20818,-0.17192,247.365,-8.0956,5.89415
417,1459120975,-2.2879,-2.27295,6.1235,-0.0776978,-0.104065,0.994873,0.25298,0.18928,-0.12054,246.882,-7.88532,5.75242
418,1459120975,-1.74957,-1.60751,7.07306,-0.0849609,-0.14386,0.968933,0.25256,0.18074,-0.18032,246.401,-7.93977,5.6805
419,1459120975,1.51031,1.43555,9.08432,-0.125488,-0.1745,1.00647,0.24906,0.1687,-0.19348,245.926,-8.1318,5.82466
420,1459120975,0.605621,-1.0318,6.19827,-0.117126,-0.0993042,1.01678,0.22666,0.17556,-0.18522,245.506,-7.87351,5.90064
421,1459120976,-4.05243,-2.84119,6.07864,-0.0699463,-0.119812,0.953064,0.25144,0.1974,-0.19782,245.044,-7.8058,5.73798
422,1459120976,-0.269165,0.433655,5.12161,-0.0692749,-0.131165,0.97406,0.23618,0.16968,-0.19754,244.607,-7.79241,5.57462
423,1459120976,0.0747681,0.201874,7.72354,-0.128967,-0.1698,1.00549,0.20944,0.13902,-0.14966,244.216,-7.97442,5.75048
424,1459120976,0.396271,-0.0822449,6.06369,-0.111389,-0.0967407,1.01801,0.24276,0.17192,-0.14854,243.771,-7.71572,5.80096
425,1459120977,-2.31033,-0.70282,3.99261,-0.0825806,-0.13446,0.975037,0.23562,0.16072,-0.19642,243.338,-7.72905,5.70701
426,1459120977,1.57013,-1.40564,6.39267,-0.108948,-0.163452,1.00195,0.23254,0.16072,-0.14812,242.915,-7.88422,5.75724
427,1459120977,1.29349,1.85425,7.67868,-0.140747,-0.169556,1.02051,0.2352,0.15022,-0.19824,242.484,-8.04321,5.97232
428,1459120977,-0.792542,-1.34583,4.35898,-0.0919189,-0.0873413,1.00183,0.22946,0.10472,-0.20356,242.041,-7.73786,5.89915
429,1459120977,-2.14584,-1.16638,4.7403,-0.0610962,-0.126221,0.982422,0.18578,0.10374,-0.19768,241.694,-7.69683,5.66921
430,1459120978,1.60751,-0.837402,5.72723,-0.105225,-0.15332,1.00867,0.22162,0.1029,-0.1295,241.269,-7.79266,5.69816
431,1459120978,0.583191,0.672913,6.52725,-0.12439,-0.147644,1.01514,0.1841,0.11326,-0.19572,240.933,-7.84172,5.82922
432,1459120978,-0.0897217,-0.231781,5.50293,-0.0952148,-0.109192,1.00269,0.20986,0.08624,-0.13062,240.525,-7.67913,5.78866
433,1459120978,-1.51031,-2.0636,6.15341,-0.0714722,-0.133301,0.951233,0.21602,0.08834,-0.189,240.105,-7.70764,5.64637
434,1459120978,2.75894,0.321503,5.86182,-0.143738,-0.170593,1.02136,0.21294,0.08372,-0.20202,239.689,-7.89006,5.88944
435,1459120979,0.553284,-0.0523376,5.71228,-0.108459,-0.109863,1.01007,0.19796,0.06566,-0.20944,239.295,-7.72051,5.91365
436,1459120979,-0.72525,-0.299072,5.81696,-0.0942993,-0.115479,1.00922,0.19404,0.07,-0.20216,238.912,-7.6004,5.85562
437,1459120979,-0.5159,-3.4169,5.76462,-0.069458,-0.131714,0.980835,0.16254,0.08372,-0.19796,238.609,-7.60512,5.67869
438,1459120979,-0.0149536,0.127106,7.03568,-0.115417,-0.152832,1.00049,0.15008,0.03486,-0.1631,238.299,-7.71362,5.76922
439,1459120979,1.48041,1.33835,4.9646,-0.108459,-0.103455,1.0528,0.1869,0.05138,-0.15638,237.917,-7.49409,5.78104
440,1459120980,-1.68228,-1.59256,5.57022,-0.074585,-0.133301,0.987854,0.17038,0.06902,-0.21154,237.585,-7.51293,5.6371
441,1459120980,-1.09909,-2.9982,6.16089,-0.0869751,-0.140991,0.97406,0.16324,0.0581,-0.15092,237.261,-7.58352,5.58504
442,1459120980,0.523376,0.508423,7.32727,-0.101929,-0.13031,1.00476,0.15456,0.03696,-0.20328,236.94,-7.56405,5.6059
443,1459120980,0.934601,-0.0224304,6.13098,-0.108887,-0.104065,1.02399,0.14364,0.07798,-0.2107,236.676,-7.38472,5.65333
444,1459120980,-0.717773,-2.8038,6.06369,-0.081543,-0.129333,0.984375,0.1064,0.0343,-0.2065,236.461,-7.39459,5.56314
445,1459120981,-1.24863,-0.314026,6.27304,-0.0950317,-0.16333,0.974304,0.14378,0.0224,-0.133,236.149,-7.60276,5.5639
446,1459120981,1.60751,0.0822449,5.07675,-0.115723,-0.0886841,1.02435,0.0861,0.0189,-0.19838,235.965,-7.33228,5.65428
447,1459120981,-0.276642,0.112152,5.04684,-0.0950928,-0.1203,1.00653,0.11494,0.01358,-0.13048,235.709,-7.28039,5.62843
448,1459120981,-1.18134,-2.87857,4.77768,-0.0778809,-0.127441,0.976807,0.10822,0.0091,-0.19376,235.463,-7.29535,5.52395
449,1459120981,0.254211,1.98135,7.13287,-0.111389,-0.151794,1.00415,0.1169,0.01988,-0.21266,235.205,-7.42643,5.60504
450,1459120982,0.91217,-0.149536,5.49545,-0.114746,-0.0854492,1.02545,0.09044,0.01428,-0.2079,235.003,-7.15514,5.68494
451,1459120982,-1.14395,-0.224304,6.01883,-0.0910034,-0.125305,0.998596,0.10066,0.03934,-0.20006,234.8,-7.15484,5.63733
452,1459120982,0.418701,-1.88416,6.08612,-0.0861206,-0.143616,0.992065,0.0728,-0.00378,-0.20524,234.621,-7.26239,5.57038
453,1459120982,0.239258,-0.157013,6.07117,-0.127441,-0.147095,1.00262,0.04872,-0.02086,-0.15498,234.482,-7.37123,5.73851
454,1459120982,1.30844,-0.254211,5.45059,-0.106323,-0.09198,1.01898,0.0868,0.00322,-0.15134,234.273,-7.14718,5.76071
455,1459120983,-0.388794,-0.18692,7.13287,-0.0864868,-0.140625,1.00641,0.07126,0.00504,-0.20384,234.102,-7.22831,5.67563
456,1459120983,-2.21313,-3.87299,5.6749,-0.120422,-0.131042,0.983093,0.05712,-0.00322,-0.14196,233.957,-7.26411,5.80437
457,1459120983,0.979462,-0.343933,7.70111,-0.111389,-0.151367,1.00031,0.04914,-0.00378,-0.20328,233.829,-7.39848,5.85935
458,1459120983,0.0971985,-0.553284,7.04315,-0.10614,-0.104797,1.01257,0.04354,-0.00574,-0.20006,233.713,-7.24838,5.87195
459,1459120984,-1.36826,-2.2879,6.40762,-0.0852051,-0.141785,0.987305,-0.00448,-0.00168,-0.19544,233.723,-7.33971,5.77938
460,1459120984,0.0598145,-1.77948,7.45438,-0.110474,-0.170105,0.989319,0.01092,-0.01736,-0.12712,233.676,-7.58022,5.83806
461,1459120984,0.919647,0.418701,5.77957,-0.12207,-0.120544,1.01154,-0.02786,0.00392,-0.19698,233.753,-7.50106,5.94368
462,1459120984,-0.269165,-1.14395,3.95523,-0.0919189,-0.103516,1.00854,0.01134,-0.00448,-0.13258,233.718,-7.33633,5.86963
463,1459120984,-1.27106,-3.12531,4.72534,-0.069519,-0.11676,0.971985,0.00504,-0.00504,-0.18214,233.699,-7.28902,5.69694
464,1459120985,0.56076,0.418701,6.71417,-0.107605,-0.162964,1.00177,-0.01484,0.0091,-0.19894,233.749,-7.48551,5.74049
465,1459120985,1.46545,0.575714,5.56274,-0.115845,-0.100342,1.02112,-0.02366,0.02072,-0.19656,233.837,-7.2951,5.81525
466,1459120985,-1.06171,-0.613098,5.2861,-0.0841064,-0.140503,0.992493,-0.028,0.0203,-0.19656,233.937,-7.37088,5.71899
467,1459120985,-0.657959,-2.89352,5.21133,-0.0792236,-0.128662,0.979004,-0.04144,0.01554,-0.20566,234.07,-7.38227,5.612
468,1459120985,-0.18692,1.33835,6.79642,-0.111816,-0.155029,0.996399,-0.07518,0.02198,-0.1526,234.307,-7.52866,5.69108
469,1459120986,1.47293,0.0299072,5.74219,-0.116577,-0.0936279,1.02991,-0.04074,0.00448,-0.13874,234.428,-7.28955,5.77007
470,1459120986,-2.21313,-0.852356,4.26926,-0.0667725,-0.120667,0.975281,-0.05166,0.01526,-0.19838,234.594,-7.26646,5.58951
471,1459120986,-0.643005,-2.5795,5.05432,-0.088623,-0.145203,0.988098,-0.06202,0.03724,-0.1323,234.818,-7.37502,5.54355
472,1459120986,0.919647,0.986938,5.50293,-0.113953,-0.13501,1.01276,-0.0637,0.03094,-0.19684,235.041,-7.39716,5.6325
473,1459120986,-1.30844,-2.84119,4.71786,-0.112854,-0.0914307,0.964539,-0.05306,0.03682,-0.2023,235.242,-7.20582,5.73352
474,1459120987,-1.03928,-1.70471,4.3515,-0.0700684,-0.13092,0.989136,-0.09156,0.0294,-0.19138,235.552,-7.23904,5.56674
475,1459120987,0.448608,-1.82434,5.86182,-0.0962524,-0.160461,0.986877,-0.10066,0.02982,-0.11928,235.893,-7.43808,5.56712
476,1459120987,1.19629,0.508423,6.99081,-0.12085,-0.128235,1.01666,-0.11424,0.03766,-0.18214,236.289,-7.41267,5.69101
477,1459120987,0.859833,-0.657959,6.45996,-0.111633,-0.107361,1.01843,-0.11956,0.028,-0.119,236.694,-7.27078,5.74862
478,1459120987,-0.755157,-2.78885,5.82443,-0.0910645,-0.134583,0.992371,-0.09058,0.05194,-0.15792,237.04,-7.31581,5.69839
479,1459120988,0.0598145,-0.897217,7.40952,-0.085022,-0.150208,0.994934,-0.10668,0.07196,-0.1855,237.463,-7.44275,5.6173
480,1459120988,0.366364,-0.800018,5.43564,-0.124817,-0.0840454,1.00708,-0.11718,0.06174,-0.18396,237.911,-7.17454,5.76368
481,1459120988,-1.08414,-0.0523376,6.7366,-0.0997925,-0.138,1.00287,-0.10752,0.08988,-0.18998,238.361,-7.24093,5.75554
482,1459120988,-0.35141,-2.82623,6.46744,-0.0950928,-0.143982,0.990601,-0.1155,0.08176,-0.19362,238.831,-7.34327,5.72854
483,1459120988,-1.80191,-2.37015,5.6076,-0.102295,-0.17041,0.961365,-0.14812,0.077,-0.1708,239.407,-7.60674,5.76193
484,1459120989,0.70282,-0.657959,4.80011,-0.124207,-0.0991211,1.02441,-0.13454,0.07462,-0.11578,239.939,-7.39395,5.88039
485,1459120989,-2.01874,-0.964508,5.4805,-0.0879517,-0.134094,0.977051,-0.1372,0.08358,-0.18662,240.491,-7.43528,5.80817
486,1459120989,-1.2262,-3.49915,6.57211,-0.0957031,-0.137695,0.977478,-0.1372,0.07308,-0.11564,241.036,-7.49271,5.7869
487,1459120989,0.142059,-0.209351,7.94785,-0.113708,-0.125793,1.00342,-0.14532,0.12222,-0.17444,241.66,-7.45772,5.85541
488,1459120989,1.34583,0.411224,7.31979,-0.124878,-0.122986,1.02875,-0.15372,0.10598,-0.1708,242.297,-7.39179,5.96547
489,1459120990,-0.86731,-2.87109,5.42816,-0.090332,-0.137329,0.988647,-0.16828,0.10766,-0.17164,242.989,-7.44304,5.8917
490,1459120990,-1.51031,-0.635529,5.74966,-0.10376,-0.159851,0.982056,-0.19012,0.12964,-0.13244,243.779,-7.62151,5.90547
491,1459120990,1.28601,-1.79443,4.97955,-0.127136,-0.0967407,1.01855,-0.1904,0.16002,-0.17332,244.592,-7.39829,6.02917
492,1459120990,-0.104675,0.448608,4.1272,-0.0992432,-0.124939,1.02258,-0.19362,0.1407,-0.11158,245.399,-7.35413,5.97954
493,1459120990,0.665436,-2.7739,4.02252,-0.0737915,-0.140686,0.987183,-0.16128,0.13006,-0.1218,246.079,-7.42901,5.81152
494,1459120991,2.96829,2.65427,4.94217,-0.136047,-0.176941,1.04376,-0.17164,0.147,-0.17598,246.806,-7.65818,5.97995
495,1459120991,-0.0747681,-0.852356,4.7702,-0.112244,-0.102539,0.99762,-0.1729,0.1386,-0.17682,247.53,-7.48077,6.0237
496,1459120991,-0.628052,-2.51968,4.51599,-0.0772705,-0.134644,0.983459,-0.16996,0.14896,-0.17402,248.245,-7.51174,5.8736
497,1459120991,0.194397,-0.792542,6.02631,-0.104004,-0.168518,0.995483,-0.1638,0.15792,-0.17836,248.937,-7.72134,5.88264
498,1459120992,0.949554,-0.388794,5.32349,-0.117249,-0.0944214,1.0199,-0.19082,0.1505,-0.15806,249.722,-7.47502,5.95143
499,1459120992,-1.63742,-0.358887,4.88983,-0.0944214,-0.141174,0.998901,-0.1722,0.18186,-0.09954,250.445,-7.53184,5.8965
500,1459120992,0.239258,-1.76453,5.80948,-0.0805054,-0.143433,0.981689,-0.16842,0.18942,-0.161,251.148,-7.60861,5.77809
501,1459120992,0.0149536,1.07666,6.38519,-0.108521,-0.112488,1.01587,-0.16772,0.19824,-0.09702,251.844,-7.47811,5.8105
502,1459120992,0.0598145,-0.598145,5.48798,-0.0963745,-0.111145,1.00873,-0.16926,0.22988,-0.16016,252.544,-7.35857,5.775
503,1459120993,-0.441132,-0.91217,5.21133,-0.0841064,-0.150146,1.00244,-0.1673,0.21532,-0.1638,253.221,-7.47487,5.67723
504,1459120993,0.874786,-0.239258,6.05621,-0.111877,-0.167786,1.01691,-0.18858,0.2422,-0.16478,253.97,-7.6676,5.73818
505,1459120993,0.0523376,-0.179443,4.79263,-0.111572,-0.109009,1.01532,-0.19432,0.22498,-0.11144,254.723,-7.51252,5.79206
506,1459120993,-0.971985,-0.343933,5.98892,-0.0961304,-0.116638,0.998291,-0.19138,0.2156,-0.15848,255.452,-7.42832,5.76307
507,1459120993,0.687866,-2.43744,6.2207,-0.0884399,-0.136597,0.995605,-0.20258,0.20608,-0.11396,256.208,-7.46644,5.695
508,1459120994,-1.30844,0.149536,6.69922,-0.101685,-0.171692,0.97876,-0.16744,0.24808,-0.10346,256.825,-7.71065,5.71811
509,1459120994,0.919647,-0.568237,5.92163,-0.119385,-0.0858765,1.01306,-0.16422,0.26726,-0.17542,257.416,-7.42251,5.81966
510,1459120994,-0.904694,-0.366364,5.37582,-0.0913086,-0.13092,0.995972,-0.1708,0.25704,-0.16772,258.018,-7.42908,5.76188
511,1459120994,0.201874,-4.23187,4.11224,-0.105957,-0.133728,0.988831,-0.16212,0.2793,-0.1596,258.572,-7.45607,5.79692
512,1459120994,0.934601,0.785065,5.1889,-0.126648,-0.163269,1.01251,-0.16632,0.25522,-0.17038,259.132,-7.62901,5.93198
513,1459120995,-0.695343,-0.18692,4.6431,-0.100403,-0.106201,0.997009,-0.19026,0.26264,-0.14882,259.761,-7.47522,5.91391
514,1459120995,0.523376,-0.755157,4.88235,-0.079834,-0.136414,1.00629,-0.1561,0.28784,-0.07924,260.252,-7.49983,5.77576
515,1459120995,0.411224,-0.0822449,5.33844,-0.0991821,-0.171143,0.99884,-0.14896,0.2954,-0.14574,260.704,-7.72271,5.76529
516,1459120995,0.328979,-1.05423,4.49356,-0.114441,-0.122864,0.992493,-0.15638,0.29456,-0.0875,261.169,-7.65675,5.84598
517,1459120995,-2.02621,-0.366364,3.9328,-0.085083,-0.123901,0.977112,-0.1449,0.2989,-0.1442,261.583,-7.61469,5.76097
518,1459120996,0.620575,-2.84119,4.31412,-0.0844727,-0.143738,0.985535,-0.13804,0.3129,-0.15778,261.958,-7.68234,5.67586
519,1459120996,1.21124,0.874786,4.94965,-0.115906,-0.173279,1.01227,-0.17038,0.28658,-0.16142,262.438,-7.88927,5.76279
520,1459120996,-0.590668,-1.00189,3.23746,-0.110107,-0.0900879,1.00671,-0.17024,0.28616,-0.10332,262.906,-7.61109,5.81109
521,1459120996,-2.40753,-1.47293,3.08044,-0.0678101,-0.113037,0.965759,-0.1659,0.31388,-0.15596,263.338,-7.52055,5.63748
522,1459120996,1.82434,-0.0822449,5.43564,-0.107239,-0.171082,0.990967,-0.16058,0.33082,-0.0966,263.735,-7.74819,5.69117
523,1459120997,0.343933,0.777588,5.21133,-0.140564,-0.154907,1.01947,-0.11326,0.30982,-0.09828,263.977,-7.83948,5.91264
524,1459120997,-3.28979,-2.3851,3.1926,-0.0656738,-0.0787964,0.972473,-0.1141,0.32214,-0.16114,264.211,-7.52796,5.713
525,1459120997,0.112152,-2.0636,5.05432,-0.0828857,-0.143616,0.981506,-0.11634,0.32088,-0.1575,264.446,-7.60676,5.62562
526,1459120997,1.3533,-0.964508,7.55157,-0.124817,-0.181335,1.01825,-0.10892,0.3367,-0.15596,264.644,-7.86283,5.76522
527,1459120997,-1.45798,-2.34024,4.00757,-0.0992432,-0.0957642,0.989075,-0.10402,0.33446,-0.15568,264.824,-7.63214,5.76171
528,1459120998,-2.93091,-1.88416,4.36646,-0.0738525,-0.119812,0.951721,-0.13622,0.32788,-0.14854,265.099,-7.58831,5.63478
529,1459120998,2.07108,-1.48041,6.15341,-0.0997314,-0.153931,1.00146,-0.09926,0.34538,-0.08918,265.247,-7.70467,5.64006
530,1459120998,0.478516,-0.508423,5.76462,-0.12384,-0.152893,1.00854,-0.12362,0.3591,-0.1512,265.458,-7.79777,5.77842
531,1459120998,-2.32529,-1.32339,4.11972,-0.0784302,-0.0802002,0.994324,-0.0917,0.34076,-0.0798,265.577,-7.48085,5.65176
532,1459120999,-1.04675,-1.73462,5.8992,-0.0834351,-0.128723,0.965271,-0.07238,0.35532,-0.14224,265.629,-7.49205,5.58253
533,1459120999,0.299072,-0.00747681,6.54221,-0.128052,-0.169128,1.00555,-0.06566,0.37548,-0.1526,265.651,-7.70127,5.75269
534,1459120999,-0.747681,-1.09161,3.79074,-0.0941772,-0.0784302,1.00177,-0.07896,0.3612,-0.14616,265.718,-7.37798,5.71418
535,1459120999,-1.89163,-1.93649,4.1571,-0.0610962,-0.126892,0.9776,-0.05432,0.39676,-0.15428,265.696,-7.37971,5.50406
536,1459120999,0.882263,-1.44302,6.37024,-0.118164,-0.174683,0.998718,-0.08064,0.36778,-0.15372,265.762,-7.63693,5.62944
537,1459121000,0.762634,1.38321,5.48798,-0.135376,-0.133301,1.02057,-0.07952,0.36792,-0.09352,265.823,-7.6169,5.82765
538,1459121000,-1.03928,-0.171967,4.50104,-0.0973511,-0.098999,1.00391,-0.03514,0.37044,-0.10234,265.758,-7.41762,5.79855
539,1459121000,2.05612,-1.80939,5.57022,-0.090271,-0.142456,1.01666,-0.03066,0.40446,-0.15666,265.667,-7.4746,5.72485
540,1459121000,1.772,0.897217,7.58896,-0.153992,-0.193665,1.01056,-0.02506,0.41062,-0.10122,265.562,-7.81853,6.02369
541,1459121000,1.51779,-0.0149536,4.55338,-0.106628,-0.0845337,1.02014,-0.01764,0.38626,-0.15946,265.449,-7.50643,6.01792
542,1459121001,-2.73651,-0.56076,4.74777,-0.0724487,-0.142334,0.978027,-0.01232,0.41636,-0.15526,265.314,-7.58229,5.84401
543,1459121001,0.411224,-1.02432,5.14404,-0.0949097,-0.163574,0.98114,-0.03696,0.37142,-0.15498,265.265,-7.76832,5.81267
544,1459121001,0.740204,0.306549,5.02441,-0.137451,-0.127747,1.02069,-0.00588,0.39242,-0.08666,265.127,-7.70363,6.00289
545,1459121001,-0.5159,0.0448608,3.80569,-0.0797119,-0.101257,1.00555,-0.03122,0.39886,-0.1568,265.057,-7.50799,5.8554
546,1459121001,-0.650482,-2.79633,3.58887,-0.0599365,-0.121704,0.959167,0.00812,0.37576,-0.08848,264.895,-7.48137,5.63659
547,1459121002,1.18881,0.396271,6.32538,-0.124451,-0.196655,1.01434,0.0252,0.4018,-0.15148,264.683,-7.83917,5.77494
548,1459121002,-0.157013,-1.03928,4.82254,-0.106384,-0.0883179,1.00293,0.03276,0.39578,-0.16618,264.46,-7.55873,5.80308
549,1459121002,-0.807495,0.104675,5.95901,-0.0876465,-0.134827,0.998657,0.0259,0.427,-0.15708,264.249,-7.57175,5.72442
550,1459121002,-0.0598145,-3.48419,4.84497,-0.059082,-0.138611,0.980164,0.04662,0.40138,-0.1659,264,-7.61875,5.50138
551,1459121002,0.448608,0.18692,7.52914,-0.125732,-0.18512,1.00897,0.05096,0.38682,-0.16198,263.751,-7.90149,5.66378
552,1459121003,0.545807,-1.08414,5.98892,-0.101929,-0.098877,1.00592,0.02492,0.37016,-0.11522,263.577,-7.67209,5.67609
553,1459121003,-1.02432,-0.216827,5.71976,-0.0777588,-0.149841,1.00354,0.07532,0.3948,-0.1008,263.275,-7.75462,5.55123
554,1459121003,1.14395,-2.10098,7.09549,-0.0953979,-0.160339,0.996765,0.0742,0.3822,-0.15554,262.986,-7.89312,5.54282
555,1459121003,0.328979,0.0822449,6.5123,-0.126648,-0.144531,1.02118,0.07784,0.42658,-0.10374,262.684,-7.90972,5.69897
556,1459121003,-2.35519,-0.979462,4.97208,-0.0783691,-0.117126,0.986572,0.09016,0.38052,-0.16646,262.37,-7.79756,5.58497
557,1459121004,-0.104675,-2.26547,5.6749,-0.0767822,-0.122375,0.983765,0.1001,0.40768,-0.16632,262.033,-7.72801,5.47455
558,1459121004,1.53275,0.575714,7.46185,-0.131836,-0.188965,1.01978,0.06622,0.36848,-0.16716,261.793,-8.01228,5.66803
559,1459121004,-0.957031,-1.36078,4.3515,-0.106262,-0.0942993,1.0152,0.10332,0.38066,-0.09576,261.467,-7.73954,5.6992
560,1459121004,-2.69165,-1.6449,4.89731,-0.065918,-0.121155,0.977905,0.09702,0.37856,-0.16366,261.163,-7.67339,5.51933
561,1459121004,0.366364,-2.25052,5.93658,-0.0985107,-0.15033,1.00201,0.11662,0.37366,-0.09254,260.82,-7.75965,5.52891
562,1459121005,1.99631,1.68228,6.61697,-0.148743,-0.173157,1.02594,0.12628,0.38164,-0.15876,260.46,-7.94677,5.80874
563,1459121005,-0.0598145,-1.04675,3.56644,-0.111938,-0.0827026,1.02246,0.13006,0.40152,-0.16716,260.096,-7.61059,5.85348
564,1459121005,-1.50284,-0.687866,3.58887,-0.0640259,-0.121338,0.990417,0.12348,0.42756,-0.16828,259.752,-7.54885,5.64133
565,1459121005,1.32339,-1.98883,6.27304,-0.0994263,-0.155823,0.989624,0.15232,0.39858,-0.1603,259.353,-7.68754,5.6508
566,1459121006,2.24304,2.88605,7.33475,-0.132385,-0.159058,1.03925,0.14028,0.40208,-0.16912,258.989,-7.79261,5.81756
567,1459121006,-2.90848,-2.79633,4.23935,-0.0839233,-0.0814819,0.974365,0.12222,0.40026,-0.12852,258.675,-7.50138,5.73069
568,1459121006,0.0747681,-2.78885,6.15341,-0.0686646,-0.148254,0.990295,0.1715,0.3563,-0.11494,258.258,-7.60181,5.55659
569,1459121006,1.62994,-0.194397,6.23566,-0.130432,-0.192139,1.01447,0.16716,0.34538,-0.17654,257.859,-7.92026,5.73625
570,1459121006,0.366364,-0.284119,4.32907,-0.117065,-0.117188,1.02032,0.18298,0.36442,-0.11424,257.431,-7.78161,5.81855
571,1459121007,-2.81876,-0.0224304,4.70291,-0.074646,-0.104614,0.968811,0.18578,0.34608,-0.1813,257.004,-7.62541,5.68206
572,1459121007,0.119629,-2.17575,7.45438,-0.0790405,-0.144226,0.97406,0.1897,0.34706,-0.17542,256.576,-7.70333,5.58042
573,1459121007,2.2879,3.76083,7.13287,-0.15332,-0.186157,1.05627,0.15876,0.32592,-0.1729,256.223,-7.94579,5.86363
574,1459121007,-0.411224,-1.47293,4.57581,-0.0839844,-0.0790405,1.00842,0.20146,0.34328,-0.1757,255.782,-7.60016,5.75307
575,1459121007,-0.284119,-2.59445,5.65994,-0.060791,-0.139587,0.986145,0.182,0.33936,-0.17122,255.391,-7.6451,5.5348
576,1459121008,0.882263,-1.55518,6.64688,-0.111084,-0.141113,0.996826,0.2009,0.3647,-0.11382,254.967,-7.68616,5.61688
