Index,Time,GX,GY,GZ,AX,AY,AZ,MX,MY,MZ,H,R,P
191,1459120928,-0.037384,-1.53275,5.34592,-0.0741577,-0.148376,0.981934,-0.0308,0.38766,-0.15848,264.685,-7.6055,5.65383
192,1459120929,1.59256,-0.590668,6.28799,-0.122986,-0.183716,1.02106,-0.02968,0.39522,-0.15372,264.609,-7.87177,5.77795
193,1459120929,-1.33087,-3.55148,5.56274,-0.104492,-0.0908203,1.00012,-0.05824,0.37996,-0.14546,264.629,-7.60504,5.79661
194,1459120929,-1.70471,-0.261688,7.04315,-0.086792,-0.132874,0.997681,-0.01092,0.38836,-0.09674,264.501,-7.60316,5.71447
195,1459120929,1.6748,-1.70471,6.36276,-0.0949097,-0.146301,1.01892,-0.00294,0.43918,-0.16688,264.334,-7.66094,5.67456
196,1459120929,1.15143,0.672913,6.75903,-0.119934,-0.155823,1.01526,0.00504,0.3759,-0.09198,264.174,-7.7689,5.78224
197,1459120930,-1.18134,-2.34772,7.63382,-0.0895996,-0.0899048,0.99115,0.01316,0.3913,-0.16478,263.988,-7.51446,5.72132
198,1459120930,-1.71219,-1.60751,6.50482,-0.0730591,-0.132996,0.975159,0.01218,0.4116,-0.1659,263.804,-7.53904,5.58146
199,1459120930,1.37573,-1.72714,7.70859,-0.122253,-0.174866,1.00787,-0.0063,0.38024,-0.16184,263.689,-7.77235,5.71621
200,1459120930,-0.897217,-1.02432,5.09918,-0.118896,-0.101196,1.00745,0.02212,0.40726,-0.08344,263.487,-7.56825,5.81847
201,1459120930,-0.837402,0.807495,4.8674,-0.0982056,-0.120422,1.01251,0.0189,0.3885,-0.15442,263.306,-7.48901,5.79034
202,1459120931,-0.246735,-2.63931,4.2244,-0.0665283,-0.125916,0.974426,0.03416,0.39046,-0.08372,263.088,-7.47673,5.60711
203,1459120931,1.38321,0.471039,5.15152,-0.115417,-0.17334,1.0141,0.05614,0.3794,-0.13244,262.818,-7.70309,5.69699
204,1459120931,0.291595,-0.142059,5.29358,-0.138306,-0.111755,1.02618,0.06342,0.38304,-0.1673,262.533,-7.55139,5.90006
205,1459120931,-3.22998,-0.957031,5.21881,-0.0834961,-0.128967,0.967407,0.04816,0.4137,-0.15736,262.29,-7.55546,5.80663
206,1459120931,1.78696,-1.06918,5.95901,-0.0933228,-0.147156,1.00385,0.07308,0.41062,-0.16828,261.987,-7.6343,5.75695
207,1459120932,1.79443,1.0318,6.96838,-0.148743,-0.187561,1.03394,0.08036,0.38822,-0.1673,261.678,-7.90876,6.00834
208,1459120932,-1.36078,-2.13089,4.68796,-0.100464,-0.0869751,0.990967,0.0567,0.39466,-0.13244,261.439,-7.62433,5.98665
209,1459120932,-1.24115,-0.553284,4.91226,-0.0665894,-0.114563,0.977905,0.09814,0.40292,-0.1015,261.095,-7.53234,5.78276
210,1459120932,2.04117,1.03928,8.65067,-0.134766,-0.180603,1.03918,0.11004,0.38066,-0.16352,260.733,-7.7745,5.94951
211,1459120933,0.605621,-1.27106,6.16837,-0.120667,-0.10791,1.0282,0.11648,0.38542,-0.1057,260.361,-7.59293,6.02562
212,1459120933,-3.37204,-0.919647,5.18143,-0.0668335,-0.105408,0.982239,0.12726,0.3808,-0.17486,259.972,-7.44973,5.81755
213,1459120933,1.55518,-2.73651,7.37213,-0.0996094,-0.151306,0.994019,0.14056,0.38234,-0.17752,259.558,-7.5695,5.80813
214,1459120933,1.42059,0.86731,7.14783,-0.126282,-0.164734,1.01385,0.10584,0.37562,-0.1757,259.242,-7.7377,5.93887
215,1459120933,-0.463562,-1.49536,5.32349,-0.0975342,-0.0824585,1.00458,0.14126,0.36176,-0.10556,258.845,-7.43471,5.89953
216,1459120934,-0.358887,-1.42807,6.74408,-0.0979614,-0.155151,1.01123,0.13986,0.39788,-0.17416,258.458,-7.5647,5.86268
217,1459120934,1.57761,-2.63184,8.77777,-0.110901,-0.165833,0.992432,0.14168,0.35742,-0.1197,258.078,-7.75558,5.91351
218,1459120934,0.553284,0.224304,6.56464,-0.116638,-0.145203,1.01642,0.17108,0.3878,-0.1442,257.631,-7.79349,5.97758
219,1459120934,-1.18881,-1.38321,4.82254,-0.0899658,-0.0838623,0.992065,0.17136,0.35574,-0.17794,257.195,-7.50232,5.899
220,1459120934,0.336456,-2.29538,5.98145,-0.0820923,-0.139954,0.988281,0.17696,0.33292,-0.1456,256.753,-7.55741,5.78572
221,1459120935,0.5159,-0.299072,6.89362,-0.126099,-0.17395,1.00531,0.19586,0.35378,-0.1736,256.274,-7.7852,5.92282
222,1459120935,1.68228,1.32339,6.34033,-0.118896,-0.109009,1.02808,0.17794,0.33558,-0.1701,255.848,-7.60855,5.99186
223,1459120935,-2.72156,-1.30844,5.00946,-0.0804443,-0.116028,0.972168,0.15918,0.32046,-0.15456,255.474,-7.53079,5.86965
224,1459120935,0.328979,-2.20566,5.45059,-0.0818481,-0.15332,0.988953,0.19824,0.33418,-0.10906,255.014,-7.65786,5.75729
225,1459120935,2.39258,2.04117,8.703,-0.143555,-0.175476,1.02911,0.17024,0.33026,-0.14826,254.629,-7.8659,5.98219
226,1459120936,0.672913,-0.508423,6.61697,-0.104736,-0.0956421,1.01746,0.2128,0.30156,-0.11032,254.146,-7.61435,5.97157
227,1459120936,-1.2561,-2.42996,5.31601,-0.0706787,-0.138489,0.987,0.23198,0.31458,-0.17402,253.626,-7.65107,5.78749
228,1459120936,1.4505,0.0224304,6.65436,-0.106018,-0.161804,0.999695,0.21728,0.30002,-0.18312,253.148,-7.80544,5.81403
229,1459120936,-0.0897217,0.328979,6.19827,-0.120789,-0.100403,1.02032,0.1883,0.33026,-0.17738,252.752,-7.58435,5.90941
230,1459120936,-1.65237,-0.792542,4.29916,-0.0725098,-0.127136,1.00836,0.23422,0.28028,-0.1792,252.245,-7.54441,5.72959
231,1459120937,-0.418701,-3.21503,5.7048,-0.0759888,-0.137024,0.992249,0.20286,0.27468,-0.1729,251.818,-7.57588,5.59634
232,1459120937,0.971985,0.740204,7.74597,-0.132996,-0.189941,1.00946,0.21798,0.27202,-0.1225,251.362,-7.88787,5.7889
233,1459120937,-0.157013,-1.65237,5.4805,-0.104431,-0.0788574,1.00592,0.23884,0.26054,-0.13762,250.86,-7.54889,5.80274
234,1459120937,-0.740204,-0.299072,6.44501,-0.0731201,-0.145996,0.999084,0.24374,0.29554,-0.17836,250.362,-7.62515,5.64218
235,1459120937,0.598145,-2.45239,7.37961,-0.0931396,-0.150757,0.977661,0.24234,0.27188,-0.13286,249.869,-7.73684,5.62264
236,1459120938,-0.254211,0.18692,8.03009,-0.136353,-0.169067,1.00531,0.2436,0.24752,-0.18284,249.373,-7.91923,5.83434
237,1459120938,-1.21872,-1.16638,4.41879,-0.0783691,-0.0982666,1.00275,0.24976,0.26446,-0.18522,248.874,-7.68781,5.69792
238,1459120938,-1.79443,-3.31223,5.86182,-0.0732422,-0.122925,0.970825,0.21196,0.23254,-0.17738,248.459,-7.64202,5.56368
239,1459120938,0.770111,0.949554,8.59085,-0.133118,-0.18634,0.998474,0.24402,0.26012,-0.11452,247.985,-7.93698,5.7674
240,1459120938,0.456085,0.037384,6.25061,-0.112427,-0.128113,1.02063,0.21658,0.23352,-0.19166,247.57,-7.85732,5.82034
241,1459120939,-2.15332,-1.84677,5.83939,-0.0733643,-0.123779,0.980408,0.24724,0.22288,-0.1225,247.085,-7.79246,5.66942
242,1459120939,0.396271,-1.79443,7.17026,-0.0889282,-0.138489,0.984497,0.25102,0.20216,-0.18732,246.589,-7.81367,5.61932
243,1459120939,1.15891,1.27853,7.62634,-0.123596,-0.166382,1.01129,0.2457,0.20314,-0.19194,246.11,-7.96906,5.75618
244,1459120939,-1.69724,-2.42996,4.8674,-0.101013,-0.0870972,0.98645,0.23268,0.19558,-0.19544,245.662,-7.68157,5.76514
245,1459120940,-1.772,-0.0897217,5.43564,-0.0736694,-0.129944,0.990784,0.25284,0.18788,-0.18732,245.169,-7.66073,5.61511
246,1459120940,2.25052,0.157013,7.43942,-0.12616,-0.173096,0.998535,0.22988,0.20426,-0.1799,244.74,-7.87955,5.77436
247,1459120940,2.24304,2.02621,7.58896,-0.145142,-0.158325,1.04443,0.21644,0.18326,-0.13286,244.336,-7.95686,5.99804
248,1459120940,-2.21313,-1.68228,4.41132,-0.076355,-0.102844,0.987244,0.2429,0.1638,-0.14532,243.865,-7.75931,5.84291
249,1459120940,-1.45798,-1.53275,5.09171,-0.069519,-0.133057,0.963196,0.24304,0.16884,-0.18816,243.4,-7.76954,5.67759
250,1459120941,2.11594,0.770111,7.01324,-0.117065,-0.174927,1.0271,0.23884,0.13552,-0.14196,242.929,-7.9652,5.76245
251,1459120941,0.179443,0.919647,5.3833,-0.123718,-0.0980225,1.02368,0.24262,0.1267,-0.2002,242.447,-7.71148,5.87797
252,1459120941,-2.53464,-1.45798,5.12161,-0.0557861,-0.121948,0.982239,0.23268,0.1372,-0.19978,241.997,-7.64927,5.62084
253,1459120941,0.276642,-1.98883,6.80389,-0.090271,-0.151367,0.982666,0.21616,0.1127,-0.19936,241.571,-7.75856,5.58422
254,1459120941,1.07666,1.13647,8.09738,-0.123413,-0.18866,0.99939,0.22988,0.11326,-0.12866,241.116,-8.05412,5.73027
255,1459120942,-0.239258,-2.08603,5.51041,-0.0983887,-0.0888062,0.992737,0.19306,0.1064,-0.19292,240.743,-7.76305,5.72328
256,1459120942,-1.10657,-1.81686,7.5441,-0.0814819,-0.13916,0.9776,0.21462,0.1428,-0.13748,240.346,-7.79631,5.6293
257,1459120942,0.979462,-1.57013,9.04694,-0.11438,-0.162842,1.00085,0.21532,0.09828,-0.19012,239.919,-7.94194,5.71886
258,1459120942,1.85425,-0.553284,6.78894,-0.109619,-0.10675,1.01312,0.21924,0.10738,-0.19474,239.491,-7.74707,5.76523
259,1459120942,-1.51031,0.0822449,5.56274,-0.0847168,-0.118958,1.00073,0.19418,0.0924,-0.20314,239.111,-7.65021,5.67249
260,1459120943,0.16449,-2.64679,6.5123,-0.0856934,-0.13855,0.989685,0.20916,0.07952,-0.2079,238.688,-7.68189,5.60075
261,1459120943,0.590668,1.29349,7.74597,-0.130249,-0.170837,1.01581,0.18732,0.10444,-0.20874,238.335,-7.87227,5.77468
262,1459120943,-1.07666,-1.68976,4.99451,-0.0982666,-0.0929565,1.00024,0.16114,0.0616,-0.1673,238.011,-7.61701,5.75829
263,1459120943,-0.590668,-2.84119,5.71976,-0.0775757,-0.141602,0.969421,0.18662,0.04662,-0.14462,237.614,-7.68457,5.64338
264,1459120943,0.336456,-0.0822449,6.89362,-0.103699,-0.160156,0.999512,0.14742,0.0707,-0.1715,237.329,-7.82731,5.67146
265,1459120944,0.643005,0.0897217,6.48987,-0.114929,-0.0952759,1.03308,0.175,0.1106,-0.14588,237.012,-7.5644,5.7414
266,1459120944,-0.650482,0.530853,6.25061,-0.0930786,-0.133606,0.993713,0.18424,0.06776,-0.21098,236.639,-7.57366,5.70263
267,1459120944,-0.194397,-1.89163,6.01135,-0.0872192,-0.141235,0.98407,0.15904,0.0833,-0.21672,236.338,-7.63227,5.63982
268,1459120944,0.770111,-0.284119,5.58517,-0.131653,-0.16095,1.00287,0.11816,0.05236,-0.20034,236.107,-7.78195,5.8251
269,1459120944,-0.366364,-0.276642,5.36087,-0.101196,-0.0913086,1.00391,0.15386,0.02324,-0.2086,235.764,-7.52347,5.81817
270,1459120945,-2.01874,-2.04117,5.2861,-0.0702515,-0.141968,0.962891,0.10528,0.04844,-0.19922,235.559,-7.60717,5.6594
271,1459120945,0.792542,-0.829926,6.69174,-0.100098,-0.165649,1.00226,0.12292,0.03542,-0.13944,235.299,-7.78674,5.66382
272,1459120945,0.882263,1.09161,5.6749,-0.118774,-0.107849,1.02032,0.1351,0.03906,-0.18788,235.012,-7.60825,5.76371
273,1459120945,-0.837402,-0.194397,4.83002,-0.088562,-0.107239,1.01648,0.12096,0.01232,-0.19838,234.733,-7.44761,5.68411
274,1459120945,0.508423,-2.1907,6.65436,-0.0869141,-0.144653,0.987671,0.11214,0.0322,-0.19138,234.493,-7.53523,5.61941
275,1459120946,-1.00189,0.18692,7.62634,-0.0979004,-0.142273,0.995911,0.11018,0.00868,-0.20146,234.234,-7.59462,5.6189
276,1459120946,1.23367,-0.411224,6.15341,-0.111511,-0.101685,1.02576,0.0854,0.01624,-0.20412,234.041,-7.39732,5.67892
277,1459120946,-0.665436,-1.36826,5.02441,-0.0782471,-0.129822,0.998352,0.0595,0.00406,-0.1708,233.898,-7.39848,5.55972
278,1459120946,-0.523376,-1.84677,6.01883,-0.0936279,-0.152771,0.989624,0.084,0.02464,-0.14574,233.716,-7.53518,5.54437
279,1459120947,0.814972,0.246735,6.22818,-0.118408,-0.12793,1.01447,0.0287,0.02058,-0.17066,233.666,-7.49997,5.65733
280,1459120947,-0.269165,-0.568237,5.71976,-0.105286,-0.100586,1.00183,0.0756,0.03752,-0.14532,233.516,-7.32384,5.69156
281,1459120947,-1.83929,-5.14404,3.90289,-0.083313,-0.111389,0.987488,0.05908,0.00742,-0.21168,233.374,-7.23631,5.60587
282,1459120947,-0.814972,-1.72714,6.33286,-0.0879517,-0.156372,0.982239,0.04578,0.01008,-0.1988,233.269,-7.41502,5.55778
283,1459120947,0.0897217,-0.201874,6.88614,-0.123535,-0.10907,1.005,0.02212,0.00504,-0.19922,233.217,-7.29246,5.70399
284,1459120948,0.0149536,-0.88974,6.55716,-0.0961914,-0.130005,1.01062,0.03556,0.0056,-0.20132,233.131,-7.29627,5.67703
285,1459120948,-1.33835,-2.99072,5.3833,-0.0811768,-0.132019,0.97644,-0.01484,0.03276,-0.20174,233.208,-7.33581,5.58667
286,1459120948,-0.687866,-0.463562,7.31979,-0.108398,-0.140869,0.991943,-0.00112,-0.00798,-0.12782,233.202,-7.41023,5.65137
287,1459120948,2.69913,0.882263,6.81885,-0.122131,-0.124268,1.04303,0.007,0.00742,-0.17402,233.192,-7.34617,5.7585
288,1459120948,-0.755157,-0.201874,6.87866,-0.105103,-0.142761,0.99353,0.00182,0.00728,-0.2044,233.195,-7.42877,5.78632
289,1459120949,-0.957031,-3.28232,5.26367,-0.0843506,-0.133301,0.980347,-0.00518,0.02786,-0.16772,233.243,-7.45965,5.70118
290,1459120949,0.530853,0.433655,6.40762,-0.117371,-0.137695,1.00739,-0.01092,0.03556,-0.20384,233.315,-7.49228,5.7965
291,1459120949,0.628052,0.508423,5.37582,-0.106079,-0.0959473,1.02698,-0.02646,0.02926,-0.19474,233.424,-7.27241,5.80683
292,1459120949,-1.37573,-1.65985,5.51041,-0.0757446,-0.130798,0.998291,-0.05992,0.028,-0.17122,233.626,-7.29155,5.6609
293,1459120949,0.119629,0.284119,6.99829,-0.103027,-0.169556,0.996948,-0.03346,0.007,-0.1323,233.73,-7.52779,5.68473
294,1459120950,1.17386,-0.874786,6.04126,-0.122559,-0.0888672,1.00977,-0.056,0.0105,-0.17864,233.904,-7.27726,5.80946
295,1459120950,-0.388794,0.343933,5.89172,-0.0948486,-0.13031,1.0127,-0.0364,0.0217,-0.1372,234.036,-7.28282,5.76319
296,1459120950,-0.261688,-1.72714,4.53842,-0.0839844,-0.123047,0.99939,-0.05362,0.01904,-0.20384,234.217,-7.25655,5.66771
297,1459120950,-0.157013,-0.0598145,7.26746,-0.116028,-0.172668,0.984497,-0.05936,0.01778,-0.20342,234.416,-7.52283,5.77153
298,1459120950,-0.127106,-3.68607,3.4169,-0.137695,-0.0782471,0.956604,-0.0931,0.02212,-0.19516,234.723,-7.251,6.00478
299,1459120951,-1.23367,0.0971985,6.52725,-0.0960083,-0.135498,0.989746,-0.0714,0.03794,-0.19278,234.988,-7.30517,5.95868
300,1459120951,-0.650482,-2.87857,6.91605,-0.0928955,-0.135864,0.985901,-0.10318,0.0364,-0.196,235.351,-7.35885,5.90167
301,1459120951,-1.42059,0.37384,6.74408,-0.0914917,-0.129517,0.985046,-0.11256,0.04298,-0.11914,235.755,-7.37189,5.84273
302,1459120951,-0.0299072,-0.411224,6.6394,-0.100281,-0.107117,1.00787,-0.07952,0.03668,-0.1575,236.051,-7.24005,5.82647
303,1459120951,1.8692,-2.30286,6.40762,-0.0808716,-0.128357,1.00092,-0.10332,0.06062,-0.196,236.455,-7.24685,5.70537
304,1459120952,-1.21124,-1.15891,7.82822,-0.103699,-0.168457,0.989502,-0.10612,0.0441,-0.15778,236.851,-7.48824,5.73295
305,1459120952,1.12152,-1.06918,7.61139,-0.116394,-0.0900269,1.0174,-0.11102,0.05376,-0.18606,237.278,-7.24133,5.814
306,1459120952,-0.112152,0.104675,6.66183,-0.101929,-0.131104,1.01526,-0.12222,0.05558,-0.19306,237.749,-7.25319,5.80578
307,1459120952,-0.239258,-2.98325,5.89172,-0.0896606,-0.139282,0.980408,-0.16324,0.04844,-0.18396,238.353,-7.33517,5.74877
308,1459120952,-0.16449,-1.41312,6.82632,-0.0970459,-0.157227,0.971985,-0.12138,0.0763,-0.11578,238.852,-7.51698,5.74417
309,1459120953,1.2561,-0.0971985,6.11603,-0.125183,-0.106934,1.0152,-0.1757,0.09254,-0.17178,239.558,-7.36426,5.87536
310,1459120953,-0.575714,-0.829926,5.14404,-0.0985107,-0.134399,1.00317,-0.14476,0.06258,-0.12026,240.129,-7.39107,5.84853
311,1459120953,-0.904694,-1.94397,6.45248,-0.103394,-0.164673,0.991333,-0.14714,0.10108,-0.1869,240.752,-7.5949,5.85905
312,1459120953,1.18881,0.0149536,5.71976,-0.130615,-0.11261,1.01447,-0.14308,0.1267,-0.17654,241.388,-7.46714,6.00953
313,1459120953,-0.254211,-0.224304,3.97766,-0.115051,-0.122375,0.998962,-0.1841,0.10948,-0.17192,242.154,-7.41887,6.06564
314,1459120954,-0.770111,-1.91406,3.86551,-0.0797119,-0.13092,0.969543,-0.15512,0.10332,-0.18284,242.811,-7.44531,5.93295
315,1459120954,1.54022,1.07666,5.59265,-0.136841,-0.16571,1.00745,-0.18172,0.1169,-0.18578,243.578,-7.63767,6.11566
316,1459120954,-0.284119,0.171967,3.35709,-0.111023,-0.086792,1.0307,-0.18382,0.10976,-0.11102,244.347,-7.34814,6.11899
317,1459120954,-0.650482,-0.657959,4.62814,-0.0834961,-0.125671,0.998535,-0.15316,0.1512,-0.14112,245.036,-7.33069,5.98557
318,1459120955,-0.224304,-2.30286,7.2226,-0.0933228,-0.149902,0.984192,-0.15526,0.13272,-0.17654,245.715,-7.4621,5.92955
319,1459120955,0.418701,1.19629,5.86929,-0.119019,-0.137695,1.01624,-0.16212,0.13188,-0.14882,246.417,-7.48794,6.00588
320,1459120955,-1.76453,-0.142059,5.43564,-0.101379,-0.0892944,1.00653,-0.1617,0.14322,-0.17038,247.123,-7.24584,5.98031
321,1459120955,-0.433655,-3.2225,6.01883,-0.09021,-0.135986,0.972229,-0.17528,0.17878,-0.17374,247.897,-7.31574,5.91422
322,1459120955,-1.19629,-0.37384,6.90109,-0.0967407,-0.160583,0.996582,-0.20524,0.16758,-0.14014,248.771,-7.50003,5.87732
323,1459120956,-0.0523376,-0.747681,5.802,-0.104858,-0.0951538,1.00159,-0.16058,0.19404,-0.1778,249.481,-7.29283,5.88728
324,1459120956,0.127106,-2.59445,5.71976,-0.093811,-0.145935,0.972351,-0.20706,0.16016,-0.1526,250.343,-7.41451,5.85054
325,1459120956,0.127106,-1.92154,6.62445,-0.113831,-0.1651,0.998474,-0.17122,0.19768,-0.10584,251.077,-7.61334,5.91611
326,1459120956,0.179443,-0.0747681,6.16837,-0.112366,-0.109497,0.998047,-0.16128,0.21196,-0.17192,251.767,-7.47821,5.967
327,1459120956,-0.635529,0.149536,6.38519,-0.104004,-0.134216,1.01031,-0.1785,0.19334,-0.17542,252.506,-7.48722,5.95793
328,1459120957,-0.837402,-3.40942,3.63373,-0.085022,-0.132751,0.993896,-0.17682,0.2002,-0.17318,253.231,-7.49924,5.85161
329,1459120957,-0.717773,0.104675,5.83939,-0.113464,-0.152893,0.991272,-0.17948,0.21826,-0.17234,253.958,-7.62581,5.91915
330,1459120957,1.13647,0.201874,4.5459,-0.118896,-0.0955811,1.02283,-0.20706,0.2121,-0.16268,254.775,-7.39269,5.99205
331,1459120957,-1.48041,-2.86362,4.8674,-0.0769653,-0.123169,0.989075,-0.19432,0.24458,-0.0987,255.533,-7.36355,5.83956
332,1459120957,0.239258,-1.24863,4.19449,-0.0793457,-0.144653,0.999268,-0.16352,0.22582,-0.14714,256.16,-7.45113,5.70973
333,1459120958,2.46735,2.09351,5.24872,-0.120239,-0.102051,1.0379,-0.18242,0.24752,-0.10416,256.845,-7.26169,5.8029
334,1459120958,-0.717773,-0.0897217,3.96271,-0.093811,-0.114746,1.00885,-0.16072,0.24332,-0.14182,257.436,-7.18408,5.75362
335,1459120958,-0.5159,-1.65985,3.87299,-0.0755615,-0.129517,0.990112,-0.1666,0.25648,-0.16814,258.034,-7.21063,5.61655
336,1459120958,0.321503,0.650482,6.11603,-0.105164,-0.174561,0.996277,-0.16968,0.24542,-0.1624,258.631,-7.48374,5.65728
337,1459120958,1.89911,0.740204,5.20386,-0.133789,-0.104858,1.04156,-0.18102,0.26936,-0.12936,259.253,-7.30455,5.83002
338,1459120959,-1.98883,-0.568237,2.90848,-0.069519,-0.117188,0.985168,-0.16548,0.28294,-0.1764,259.801,-7.25344,5.65433
339,1459120959,-1.04675,-2.32529,3.98514,-0.0692139,-0.125977,0.969604,-0.1827,0.26446,-0.13468,260.4,-7.26792,5.50229
340,1459120959,1.62994,2.74399,5.98145,-0.128845,-0.154358,1.03461,-0.14182,0.27622,-0.10122,260.838,-7.39382,5.66736
341,1459120959,0.299072,-0.70282,4.29169,-0.0903931,-0.0881958,1.00488,-0.14392,0.29652,-0.16604,261.267,-7.15669,5.6146
342,1459120959,-0.358887,-0.306549,6.46744,-0.0705566,-0.144165,1.00061,-0.12992,0.2933,-0.16982,261.637,-7.26084,5.45724
343,1459120960,5.84686,3.11783,5.61508,-0.100098,-0.183411,1.05029,-0.14504,0.28406,-0.17682,262.052,-7.5381,5.45587
344,1459120960,-0.852356,-1.68228,5.69733,-0.114746,-0.113831,0.994934,-0.13286,0.29064,-0.1645,262.413,-7.43834,5.56707
345,1459120960,-2.03369,-1.21872,5.01694,-0.0880127,-0.100342,0.987244,-0.16632,0.29582,-0.1652,262.875,-7.27819,5.52066
346,1459120960,-0.523376,-1.21124,4.37393,-0.0758667,-0.125366,0.987244,-0.14462,0.29246,-0.09702,263.254,-7.27414,5.40997
347,1459120960,0.037384,-1.30844,5.95154,-0.108337,-0.170288,0.998901,-0.11508,0.33348,-0.12936,263.509,-7.51461,5.48778
348,1459120961,-0.605621,-1.87668,5.81696,-0.106934,-0.0870361,0.998962,-0.14336,0.31262,-0.09758,263.858,-7.26306,5.54985
349,1459120961,-0.388794,-0.276642,6.54968,-0.10144,-0.128113,1.00592,-0.11956,0.31976,-0.12782,264.117,-7.26255,5.57079
350,1459120961,0.643005,-2.59445,5.26367,-0.085144,-0.126038,0.997864,-0.11074,0.3577,-0.16562,264.325,-7.2562,5.50177
351,1459120961,-0.485992,0.657959,5.84686,-0.112427,-0.173828,0.996521,-0.0966,0.34496,-0.15778,264.488,-7.52033,5.59496
352,1459120962,-0.500946,-0.590668,4.09729,-0.106018,-0.0744629,1.01514,-0.13412,0.32942,-0.14742,264.769,-7.18569,5.63215
353,1459120962,-1.02432,0.231781,4.21692,-0.0894775,-0.136475,0.988403,-0.10206,0.35056,-0.16912,264.934,-7.25248,5.58684
354,1459120962,0.613098,-3.24493,5.52536,-0.0873413,-0.143127,0.988403,-0.13048,0.34202,-0.13748,265.186,-7.35023,5.53381
355,1459120962,-2.51968,-0.852356,5.42068,-0.104614,-0.146179,0.977722,-0.08176,0.36624,-0.09002,265.271,-7.46349,5.59005
356,1459120962,-0.433655,-0.650482,4.48608,-0.113525,-0.0924072,1.00897,-0.07574,0.3808,-0.15484,265.329,-7.23912,5.67396
357,1459120963,-0.635529,-1.30096,3.49915,-0.0654907,-0.138977,0.990662,-0.07448,0.35504,-0.1638,265.393,-7.31333,5.48669
358,1459120963,2.81128,-0.777588,5.71976,-0.118469,-0.173462,1.02325,-0.06636,0.37086,-0.15512,265.424,-7.55057,5.60116
359,1459120963,1.16638,0.441132,5.64499,-0.134521,-0.120911,1.02783,-0.06482,0.36358,-0.16002,265.453,-7.46453,5.79182
360,1459120963,-4.99451,-0.35141,1.6748,-0.0804443,-0.0790405,1.04169,-0.07406,0.36358,-0.16002,265.508,-7.14304,5.6498
361,1459120963,0.770111,-2.50473,5.21881,-0.081543,-0.137939,0.973328,-0.08064,0.35532,-0.105,265.584,-7.23272,5.56643
362,1459120964,0.523376,0.814972,6.66931,-0.120728,-0.163391,0.997925,-0.0427,0.38598,-0.11662,265.536,-7.43915,5.69918
363,1459120964,-0.874786,-0.56076,3.59634,-0.104736,-0.0866089,1.00696,-0.04928,0.36358,-0.0966,265.519,-7.18713,5.72317
364,1459120964,-1.84677,-1.62247,3.06549,-0.0626221,-0.122742,0.962036,-0.02324,0.38836,-0.12474,265.418,-7.19519,5.53129
365,1459120964,3.07297,0.568237,6.05621,-0.116516,-0.188538,1.02594,-0.01764,0.37786,-0.16478,265.309,-7.52709,5.6285
366,1459120964,3.47672,2.54211,4.80759,-0.117188,-0.119629,1.04462,-0.00868,0.41524,-0.15792,265.163,-7.42411,5.70877
367,1459120965,-2.07855,-0.231781,3.68607,-0.0705566,-0.108337,1.01074,-0.03682,0.36862,-0.1379,265.117,-7.29331,5.53695
368,1459120965,3.37952,-2.258,7.19269,-0.0864258,-0.136902,1.00262,0.00462,0.3836,-0.16016,264.954,-7.34137,5.4762
369,1459120965,1.46545,1.09909,7.21512,-0.129456,-0.167175,1.04236,-0.02842,0.3703,-0.13986,264.888,-7.52478,5.64213
370,1459120965,-1.80939,-1.63742,4.56833,-0.0960083,-0.069458,1.00031,0.0182,0.38234,-0.08694,264.696,-7.17471,5.62629
371,1459120965,-2.08603,-1.47293,6.21323,-0.0689087,-0.132629,0.984375,0.0238,0.39774,-0.15414,264.489,-7.22354,5.46802
372,1459120966,2.10098,-2.6767,7.28241,-0.104919,-0.15979,1.00922,0.03066,0.39256,-0.09828,264.27,-7.402,5.51489
373,1459120966,-0.837402,-1.58508,7.2525,-0.131531,-0.160095,0.990173,0.0406,0.42462,-0.15876,264.021,-7.57828,5.71773
374,1459120966,-2.55707,-2.83371,5.2562,-0.101135,-0.105896,0.976501,0.04998,0.41048,-0.16604,263.759,-7.44331,5.73676
375,1459120966,-1.129,-2.00378,5.2861,-0.0732422,-0.131653,0.992859,0.02856,0.4158,-0.15414,263.557,-7.45422,5.58659
376,1459120966,1.94397,1.13647,7.43195,-0.126099,-0.17511,1.02039,0.03206,0.40964,-0.11242,263.353,-7.68769,5.73528
377,1459120967,-1.68976,-3.99261,4.9646,-0.117432,-0.0859375,0.956421,0.04494,0.4074,-0.1568,263.123,-7.44431,5.85666
378,1459120967,-1.15891,-0.403748,5.74966,-0.0840454,-0.138,0.992554,0.0532,0.38892,-0.1134,262.883,-7.49121,5.7557
379,1459120967,-0.119629,-2.00378,5.00946,-0.0900879,-0.143005,0.999939,0.08512,0.42042,-0.1169,262.561,-7.55618,5.69489
380,1459120967,3.05801,3.0954,5.84686,-0.145508,-0.159119,1.04156,0.08694,0.38556,-0.16548,262.251,-7.67384,5.93043
381,1459120967,-2.27295,-1.68228,3.5141,-0.0722046,-0.097168,0.991882,0.09786,0.40908,-0.1617,261.916,-7.46876,5.75588
382,1459120968,1.36078,-2.47482,6.16089,-0.0737915,-0.146973,1.00165,0.11788,0.40684,-0.17206,261.54,-7.55682,5.60194
383,1459120968,1.60751,0.882263,8.32169,-0.147156,-0.196838,1.02924,0.1036,0.38738,-0.16534,261.212,-7.89463,5.86291
